text,BIO_anno,class
别等下个月，万一没及时同步那个也降了呢,O O O O O O O O O O O O O O O O B-COMMENTS_ADJ O O,2
我靠，四大最耐撸，不不，天朝最耐撸的中行也这样了吗？,O O O O O O O O O O O O O O O O O O B-BANK I-BANK O O O O O O,0
上一次我在这个论坛上看见有一个老哥信用卡额度只有5000。积分却有一千多万。你和他比的话。应该还算是小巫...,O O O O O O O O O O O O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT B-COMMENTS_N I-COMMENTS_N B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O B-PRODUCT I-PRODUCT O O O O O O O O O O O O O O O O O O O O O O O O,2
我也接到过分期电话，感觉是个外包，直言我大额消费什么的，我说我是真实消费可以提供凭据，你竟敢威胁我我...,O O O O O B-PRODUCT I-PRODUCT O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O O O O O,0
我这个肯定是最初级的:lol??跟大佬们差的远了??可是没想到这么一丢丢就被盯上了,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,2
是啊。我也是佩服那个老哥。我都不知道他一千多万积分是怎么来的。我现在有四十多万积分了。是不是要花一...,O O O O O O O O O O O O O O O O O O O O O O O B-PRODUCT I-PRODUCT O O O O O O O O O O O O O O B-PRODUCT I-PRODUCT O O O O O O O O O O O,2
我现在还有90+W??我也在思考是不是该处理一些换点里程了:o,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,2
“套取积分”？就是说，中行积分很值钱、被你花完了？！看到了，你是无损撸。,O O O B-PRODUCT I-PRODUCT O O O O O O B-BANK I-BANK B-PRODUCT I-PRODUCT O O O O O O O O O O O O O O O O O O O O O,0
50%不值于吧，0账单全额那算啥，分期保平安好了,O O O O O O O O O B-COMMENTS_N I-COMMENTS_N B-COMMENTS_N I-COMMENTS_N O O O O B-PRODUCT I-PRODUCT O B-BANK I-BANK O O,2
不是无损啊，也就是正常的闪付，插卡，也不是0手续费,O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O B-PRODUCT I-PRODUCT O O O O O O O O B-COMMENTS_N I-COMMENTS_N I-COMMENTS_N,2
1000以下不是0费率吗？反正浦发就是的,O O O O O O O O O O O O O O O B-BANK I-BANK O O O,2
我建行撸的很了，申请二卡都不批了，你慎重考虑,O B-BANK I-BANK O O O O O O O B-PRODUCT I-PRODUCT O O O O O O O O O O,2
:L的确没想到中行也是这种套路,O O O O O O O B-BANK I-BANK O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ,0
去年就是被中信害死，其他行降额至少会提前通知，中信刚还进去就降每个月都给你降一点真是恶心人还完就注销了,O O O O O B-BANK I-BANK B-COMMENTS_ADJ O O O O O B-COMMENTS_ADJ O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O B-BANK I-BANK O O O O O B-COMMENTS_ADJ O O O O O O B-COMMENTS_ADJ O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O B-COMMENTS_N I-COMMENTS_N O,0
手机号你不用自己的几个意思了，想诈骗么,O O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O,0
字面意思就是要带财力证明去网点申请，我就是这样下卡的,O O O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O,2
这是婉拒了，如果真通过的话会在短信内告知审批额度的,O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N B-COMMENTS_N I-COMMENTS_N O,2
历史原因导致的，之前我身份证被移动拉黑了，没办成。现在已经出黑名单了，我得去过个户。几麻烦啊,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O,0
先过户吧移动怎么拉黑你的？,O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O,0
上大学那会办过几张移动卡，都没正常销户，后来都欠费停机，后来就拉黑了。,O O O O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT O O O B-COMMENTS_ADJ I-COMMENTS_ADJ B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O,0
中国银行16年发洪水。,B-BANK I-BANK I-BANK I-BANK O O O O O O O,2
今天我们这里银行又给我打电话，说在不还的话就马上进入执行了，说到时候法院还会下裁，到时候冻结微信和银行卡之类的，我先还了一部分.另外一部分实在是还不了了...,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O B-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O O O O O O O O O O O O O O O O O O O O O,2
还了一半能分期吗？每个月违约金和利息一千四百多，,O O O O O B-PRODUCT I-PRODUCT O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O,2
降额逾期，不能上演?,B-COMMENTS_ADJ O B-COMMENTS_N I-COMMENTS_N O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O,2
不知道，没钱只能涨?,O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ B-COMMENTS_ADJ O,2
中国银行一般逾期几个月后执行,B-BANK I-BANK I-BANK I-BANK O O B-COMMENTS_N I-COMMENTS_N O O O O O O,2
我也又耽误了，但是我们当地分公司一直打电话。,O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O O O O O O O,0
我没钱还就执行。不管是哪个行的，反正最好不要办信用卡,O O O O O O O O O O O O O O O O O O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT,2
你说的是中信吧,O O O O B-BANK I-BANK O,2
每月只有3w没有动力申请卡。,O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O,2
那届奥运会卡白,O O B-PRODUCT I-PRODUCT I-PRODUCT I-PRODUCT I-PRODUCT,2
交通银行也是国有大银行，不能说野鸡,B-BANK I-BANK I-BANK I-BANK O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O,0
我也是，昨晚凌晨申的，拒的话9.30之前会来短信,O O O O O O O O O O O B-COMMENTS_ADJ O O O O O O O O O O O O,2
我去年申请过一张，后来注销了，昨晚看到这卡还可以就申请了，希望能过吧，双标芯片卡我还是第一次见！！！,O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O O O O O O O O O O B-PRODUCT I-PRODUCT O O O O O O O O O O O O O,2
昨晚快九点申请的，没消息也查不到记录，效率低不低,O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ I-COMMENTS_ADJ,2
昨天早上找不到申请的紧密度，就打电话给客服说通过了。昨天还担心呢,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O,2
我昨晚申请的，已经过了中午，额度是共享的。,O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O,2
收到卡给我们看看。高大上的卡长啥样,O O B-PRODUCT O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ I-COMMENTS_ADJ O B-PRODUCT O O O,2
刚给客服打电话，说这个卡还没有正式发布，就算通过了也需要耐心等待,O O O O O O O O O O O B-PRODUCT O O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O,2
我也是，昨晚凌晨申请的，不过9.30前会发短信。,O O O O O B-COMMENTS_ADJ O O O O O O O O O O O O O O O O O O,2
这卡比较特殊，虽是双标卡，但芯片可在国内银联机子上插卡使用，走银联通道,O O O O O O O O O B-PRODUCT I-PRODUCT O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O,2
中国银行积分值钱吗？36块钱换30000积分赚不赚好像现在中国银行不能积分换话费了,B-BANK I-BANK I-BANK I-BANK B-PRODUCT I-PRODUCT O O O O O O O O O O O O O O B-PRODUCT I-PRODUCT O O O O O O O B-BANK I-BANK I-BANK I-BANK B-COMMENTS_ADJ I-COMMENTS_ADJ B-PRODUCT I-PRODUCT O O O O,2
1万积分约合18元。只能快捷支付才有积分,O O B-PRODUCT I-PRODUCT O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O B-COMMENTS_N I-COMMENTS_N O O B-PRODUCT I-PRODUCT,2
有长城卡银联单标，申请这个会不会下visa单标？,O O O O B-COMMENTS_N I-COMMENTS_N B-PRODUCT I-PRODUCT O O O O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT I-PRODUCT B-PRODUCT I-PRODUCT O,2
工行1k~50k~65k,B-BANK I-BANK O O O O O O O O O O,2
可以跟银联单标芯片卡一样线下插卡挥卡刷啊,O O O B-COMMENTS_N I-COMMENTS_N B-PRODUCT I-PRODUCT O O O O O O O O O O O O O,2
刚给客服打电话说这个卡还没正式。？他到处宣传还没正式发布，坑啊,O O O O O O O O O O B-PRODUCT O O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ O,0
用卡号不就绑定微信了嘛,O O O O O O O O O O O,2
Aaa查看激活卡号，在微信激活，微信直接用卡号绑定,O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O,2
激活后绑定不了支付宝,B-COMMENTS_N I-COMMENTS_N O O O O O B-PRODUCT I-PRODUCT I-PRODUCT,2
在微信咱样操作可以激活？直接绑卡提示没开通快捷支付功能,O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O,2
只有中行可以换？？？,B-COMMENTS_ADJ I-COMMENTS_ADJ B-BANK I-BANK O O O O O O,2
外币兑换只有中行才能搞，我上次去建行换美金要我去中行。,O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ B-BANK I-BANK O O O O O O O O B-BANK I-BANK O O O O O O B-BANK I-BANK O,2
这样子呀，都是可以办成功的,O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O,2
不是啊，我在交行换过，在交行也存过美元,O O O O O O B-BANK I-BANK O O O O B-BANK I-BANK O O O O O,2
中信1k怒销,B-BANK I-BANK O O B-COMMENTS_ADJ O,0
一万就是终身额度，不要在点了，不会通过的,O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O,2
明天看看吧！说是缤纷生活和银行APP都有,O O O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O O,2
5次活动点数上限为5万?自己看其他点，心里就不慌了,O O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O,2
大佬，问题是正儿八经的真的有人会往信用卡存钱吗？比得了储蓄卡的各种理财吗？,O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O B-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT O O O B-PRODUCT I-PRODUCT O O,2
招行也不打公司电话核实吗？,B-BANK I-BANK O O O O O O O O O O O,2
你工行的卡发中行版块？,O B-BANK I-BANK O B-PRODUCT O B-BANK I-BANK O O O,2
特色卡会有，招商哆啦a梦卡工本费100。,O O B-PRODUCT O O O B-BANK I-BANK O O O O B-PRODUCT O O O O O O O,2
瑞鹤千秋卡本来就写明有制卡费的，以后申卡时仔细看一下说明，别花冤枉钱,O O O O O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O O,2
我也是刚刚固额又恢复了，这次临时比固额高，又点了，等几分钟消息,O O O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ O O O O O O O O O O O,2
中行只要下卡是10000，基本上就是终身额度了,B-BANK I-BANK O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O,2
查贷后还是贷款？,O O O O O B-PRODUCT I-PRODUCT O,2
我跟你额度一样一样的，8300，强迫症想着到一万也行。然并卵，一直有，一直拒,O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ,2
过了12点看到的，推荐固定从13变成11了，推荐临时从16变成14了，额度都是挺高的,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O B-COMMENTS_ADJ I-COMMENTS_ADJ O,2
最近账单少了？我四月份五月份消费少了推荐降低了，但是我六月份消费高了这个月推荐还是没有涨，搞不清是不是和消费多少有关系。...,O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O B-COMMENTS_N I-COMMENTS_N B-COMMENTS_ADJ O O O O O O O O O O B-COMMENTS_ADJ O O O O O O O O B-COMMENTS_N I-COMMENTS_N B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O,2
送了多少个人头了，盼了多少个日夜，第一次成功破1w，欣喜若狂，值了值了。终于不是烂卡了，成功升级小菜卡。,O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ I-COMMENTS_ADJ I-COMMENTS_ADJ O B-COMMENTS_ADJ I-COMMENTS_ADJ B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ B-COMMENTS_ADJ O O B-PRODUCT I-PRODUCT O,1
请问现在积分都换啥呢？星巴克没了以后，谢谢,O O O O B-PRODUCT I-PRODUCT O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ,2
你需要去柜台，明确告知柜员，帮忙修改一下信用卡系统的手机号码。把电话号码改成现在使用的，就可以咯。,O O O O O O O O O O O O O O O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O O O O O O O O O O O O O O O O O O O O,2
是的，需要去柜台修改现在的手机号码，我上午修改，下午申请就直接批了3万。招行的，还行,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-BANK I-BANK O O B-COMMENTS_ADJ I-COMMENTS_ADJ,2
什么资质。秒批。厉害。,O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O,2
你是跟他们说改信用卡系统的预留手机号还是借记卡的预留手机号，网点申请的吗？,O O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O O O O O O O O,2
就是因为它不弹呀，等半天没反应，试了好几回了，官网和云闪付都是一样,O O O O O O O O O O O O O O O O O O O O O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT O O O O,2
需要去柜台，跟柜员说清楚，帮忙修改信用卡系统。,O O O O O O O O O O O O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT O O O,2
可以，需要去专柜修改当前手机号。今天早上我会修改它。还是很方便的,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O,2
回家点击获取验证码，会弹出窗口，然后输入你的手机号因为不玩。等了很久，它没有反应。我试过几次，官网,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O O O O O,2
我也下0额度直接注销了,O O B-COMMENTS_ADJ O B-COMMENTS_N I-COMMENTS_N O O B-COMMENTS_N I-COMMENTS_N O,2
申请别的会直接拒绝！我也是19年下卡0额度！很惨！,O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O B-COMMENTS_N I-COMMENTS_N O B-COMMENTS_N I-COMMENTS_N O O B-COMMENTS_ADJ O,0
我也是0额度存了100用了几个月再申请其他卡秒过的10000额度,O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O O O B-PRODUCT O O O O O O O O B-COMMENTS_N I-COMMENTS_N,2
存100个砖才给10k？不给100k说不过去呀，建行不会这么小气吧,O O O O O O O O O O O O O O O O O O O O O O O O B-BANK I-BANK O O O O O O O,2
我中行房贷??首卡批4000??我说啥了??连销了几次??现在预审批都没了搞不好系统记仇了??房贷现在都还11年了??这又搬了20砖??3个月后是骡子是马到时候就知道了...,O B-BANK I-BANK B-PRODUCT I-PRODUCT O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O B-PRODUCT I-PRODUCT O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,0
都说中行记仇，好多人都在说,O O B-BANK I-BANK B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O,0
啥记仇不记仇的??要是资质好??哪家银行都争着抢着要客户说白了还是自己不值钱??跟找工作一个道理我认为拒就一个原因自己不够幼稚??...,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,2
就是我个人认为的??本来也不代表别人??发表一下个人观点??瘸子里面还有将军呢??都是糟粕??还有鸡头呢,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,2
哎，看放水还是忍不住，才神奇了华夏。邮储申请多少回拒，又来送人头了,O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O B-BANK I-BANK O B-BANK I-BANK O O B-COMMENTS_ADJ I-COMMENTS_ADJ O B-COMMENTS_ADJ O O O O O O O,2
冬奥卡挂失后十天了还没收到卡提前激活了还会不会寄卡,B-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O,2
这卡有什么用，感觉没用,O B-PRODUCT O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ,0
昨天又申请一次今天通过额度10000,O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O,2
哈哈翻了三倍优秀优秀,O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ B-COMMENTS_ADJ I-COMMENTS_ADJ,2
我卡没给我，感觉有点悬了,O B-PRODUCT O O O O O O O O B-COMMENTS_ADJ O,2
我1W都卖了，三年没提了，额度低就这样吧,O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N B-COMMENTS_ADJ O O O O,0
中行最贱??不给提就不要显示出来,B-BANK I-BANK B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O O,0
平时不爱贷后，你点了他就开工,O O O O O O O O O O O O O O,2
你高级单位的吧？。。。就身份证+名片就给你这么高的额度。。。佩服佩服。。。,O B-COMMENTS_ADJ O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O,2
中国银行不提就不要显示。,B-BANK I-BANK I-BANK I-BANK O O O O O O O O,2
以后你不爱借，点了就动手。,O O O O O O O O O O O O O,2
这月初，发现最近半年，所持卡行都没啥活动，平时刷卡也没动力；,O O O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O,2
上个月可以兑换话费和e卡，我都兑换完了，积分都用了,O O O O O O O O O O O O O O O O O O O O B-PRODUCT I-PRODUCT O O O,2
尊敬的客户，欢迎您成为工行的五星用户,O O O O O O O O O O O B-BANK I-BANK O O O O O,2
18K到20K。上次调额还是去年的9月份。哈哈，给兄弟们沾沾喜气。请自行忽略卡号。,O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,2
我中行快一年了都不出额度,O B-BANK I-BANK O O O O O O O B-COMMENTS_N I-COMMENTS_N,2
你应该向他投诉，这样的效率太低了,O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O,2
不在乎他。我还有其他银行，建设银行也很给力的,O O O O O O O O O O O O O B-BANK I-BANK I-BANK I-BANK O O B-COMMENTS_ADJ I-COMMENTS_ADJ O,2
固提到2w以内靠谱，以上都应该是送人头,O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O,1
点提固定到19K，不要填23K,O B-COMMENTS_N I-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O,2
点了23000以失败，过几天在点19000能成？浦发的,O O O O O O O O O O O O O O O O O O O O O O O O B-BANK I-BANK O,2
随时点都可以，能提就能提，不提什么时候点都不提。看运气,O O O O O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ,2
干，不要怕，我刚才就成功了！失败不就多一条贷后吗？,O O O O B-COMMENTS_ADJ O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O,2
修到19K，不填23K，工行这个额度可以了吧,O O O O O O O O O O O O B-BANK I-BANK O O B-COMMENTS_N I-COMMENTS_N O O O O,2
失败2w内可靠提一下，以上都要发头像,B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O O O O O O,2
喜提5条征信,B-COMMENTS_ADJ O O O B-PRODUCT I-PRODUCT,2
你确定随便给的是u盾，而不是口令？我们这整个地市的网点，我问过很多个，多数都不知道u盾（中行叫中银e盾），口令（中银e令）随便给...,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O B-BANK I-BANK O B-PRODUCT I-PRODUCT I-PRODUCT I-PRODUCT O O O O O B-PRODUCT I-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O,2
在手机银行里直接开手机盾就可以,O B-PRODUCT I-PRODUCT I-PRODUCT I-PRODUCT O O O O B-PRODUCT I-PRODUCT I-PRODUCT O O O,2
我这支行直接告诉我他能那没有U盾,O O O O O O O O O O O O O O B-PRODUCT I-PRODUCT,2
中行EMV白??100k,B-BANK I-BANK B-PRODUCT I-PRODUCT I-PRODUCT I-PRODUCT O O O O O O,2
我们的是中行来单位推荐的人手一张申请到收卡3周,O O O O B-BANK I-BANK O O O O O O O O O O O O O O B-PRODUCT O O,2
看来我还有两周要等，干着急啊,O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O,2
不晓得诶，我也还在耐心等待,O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O,2
今日收到卡了，额度100k，满意了,O O O O B-PRODUCT O O B-COMMENTS_N I-COMMENTS_N O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O,2
10万是人民币额度，额度是12.5千美金,O O O O O O O B-COMMENTS_N I-COMMENTS_N O B-COMMENTS_N I-COMMENTS_N O O O O O O O O,2
哦，额度这么高，呵呵呵呵呵呵，在国内不是很好用，有点纠结~想搬砖,O O B-COMMENTS_N I-COMMENTS_N O O B-COMMENTS_ADJ O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O,2
当日到期，第二天就没额度了，需要等一两天重新申请额度，如果额度到期之前借出来，那你就按着计划还就可以了,O O B-COMMENTS_N I-COMMENTS_N O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O B-COMMENTS_N I-COMMENTS_N B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O O O O O O,2
想问贷款下来了吗？我现在面对它,O O B-PRODUCT I-PRODUCT O O O O O O O O O O O,2
这额度看看就好，点了十有八九被拒,O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O B-COMMENTS_ADJ,2
我也是只差中行，一直推不下来，养半年征信10月再战，没砖人员申个中行卡好难,O O O O O B-BANK I-BANK O O O O O O O O O O O B-PRODUCT I-PRODUCT O O O O O O O O O O O O B-BANK I-BANK O B-COMMENTS_ADJ I-COMMENTS_ADJ,0
我去弄工行也是，10行，57W，怎么申都不下！,O O O B-BANK I-BANK O O O O O O O O O O O O O O O O O O,0
你现在这八行无论是多头还是额度过高都是头疼，如果你当中有两行是野鸡菜卡把它销了那就最好不过了，可是你这八行都是不错的，你根本无从下手！...,O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O O O O O O B-PRODUCT I-PRODUCT O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O O O,2
我就三个银行，工行，中信，中行,O O O O O O O B-BANK I-BANK O B-BANK I-BANK O B-BANK I-BANK,2
光大是我销户的下一个目标，积分也废了，用了快两年了。,B-BANK I-BANK O O B-COMMENTS_N I-COMMENTS_N O O O O O O O B-PRODUCT I-PRODUCT O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O,0
周六冻结，昨天解冻了，赶紧转移,O O B-COMMENTS_N I-COMMENTS_N O O O B-COMMENTS_N I-COMMENTS_N O O O O O O,2
好害怕我的二卡夭折，虽然我还没申,O B-COMMENTS_ADJ I-COMMENTS_ADJ O O B-PRODUCT I-PRODUCT O O O O O O O O O,2
你们看看你们的激活里，我的激活里显示美洲自由行卡我真懵,O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O B-COMMENTS_N I-COMMENTS_N O O O O O B-PRODUCT I-PRODUCT I-PRODUCT I-PRODUCT O B-COMMENTS_ADJ I-COMMENTS_ADJ,2
中国银行II卡，不审批很正常,B-BANK I-BANK I-BANK I-BANK B-PRODUCT I-PRODUCT I-PRODUCT O O B-COMMENTS_N I-COMMENTS_N O B-COMMENTS_ADJ I-COMMENTS_ADJ,2
兄弟你一直在申请卡?怎么看，额度重要么,O O O O O O O O B-PRODUCT O O O O O B-COMMENTS_N I-COMMENTS_N B-COMMENTS_ADJ I-COMMENTS_ADJ O,2
楼主玩币了吧？突然32800的收入。开心吧,O O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O,1
我的中国银行也冻结5天了。完全没要解的意思。被ga冻结的,O O B-BANK I-BANK I-BANK I-BANK O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O,0
办一张交通银行的信用卡还是很快的,O O O B-BANK I-BANK I-BANK I-BANK O B-PRODUCT I-PRODUCT I-PRODUCT O O O O O,2
中行不容易啊楼主什么资质,B-BANK I-BANK B-COMMENTS_ADJ I-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O,2
恭喜下卡！推了几次都没推倒,B-COMMENTS_ADJ I-COMMENTS_ADJ B-COMMENTS_N I-COMMENTS_N O O O O O O O O O,1
恭喜下卡。。,B-COMMENTS_ADJ I-COMMENTS_ADJ B-COMMENTS_N I-COMMENTS_N O O,1
中行这个还不错，五次刷免，不知有没有实体卡。,B-BANK I-BANK O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT O,1
我是凌晨2点申请，早上6点多收到卡号短信。2w，浦发的，还可以吧,O O O O O O O O O O O O O O O O B-PRODUCT O O O O O O O B-BANK I-BANK O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O,2
信用卡欠几万，没资格。,B-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O O,2
我就是5k销了立马申请??秒批30k的 兴业的,O O O O O O O O O O O O O O O O O O O O B-BANK I-BANK O,2
有，我也是降到0了。今天给客服打电话了。??说是分行直接降的额度。,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,2
分行有这么大的权限？工行据说不行啊,O O O O O O O O O O B-BANK I-BANK O O B-COMMENTS_ADJ I-COMMENTS_ADJ O,2
